title,channel_id,channel_link,likes,views,comments,duration,date,thumb,family_friend,extraction_date
Race Highlights | 2024 Italian Grand Prix,UCB_qr75-ydFVKSF9Dmo6izg,http://www.youtube.com/channel/UCB_qr75-ydFVKSF9Dmo6izg,125347,5372838,5200,00:08:14,2024-09-01T08:44:10-07:00,http://img.youtube.com/vi/sTmpbEYUba0/maxresdefault.jpg,1,2024-09-04
Sabrina Carpenter - Taste (Official Video),UC4mYKePIas5YgGfYZ2J2OxQ,http://www.youtube.com/channel/UC4mYKePIas5YgGfYZ2J2OxQ,2121271,48428080,64000,00:03:18,2024-08-23T07:00:08-07:00,http://img.youtube.com/vi/KEG7b851Ric/maxresdefault.jpg,1,2024-09-04
13 YOUTUBERS vs DESASTRES NATURAIS,UCPIQI08BxL0i9nES_uKajAA,http://www.youtube.com/channel/UCPIQI08BxL0i9nES_uKajAA,14719,293756,537,00:17:52,2024-09-02T07:00:07-07:00,http://img.youtube.com/vi/4V9xCVD7RWs/maxresdefault.jpg,1,2024-09-04
24 HORAS VIVENDO NA IDADE DAS PEDRAS *Deu confusão,UC63iwP6BtIjxB6xn1GKR6Lw,http://www.youtube.com/channel/UC63iwP6BtIjxB6xn1GKR6Lw,37083,1409871,2300,00:11:36,2024-09-03T08:00:50-07:00,http://img.youtube.com/vi/jr7oyFlcxKg/maxresdefault.jpg,1,2024-09-04
Patricia Abravanel fala pela primeira vez após partida de Silvio Santos,UC-5npwFvOH9Mp_a15T0VT9g,http://www.youtube.com/channel/UC-5npwFvOH9Mp_a15T0VT9g,37654,939618,1800,00:07:33,2024-09-01T15:00:04-07:00,http://img.youtube.com/vi/8kji5g-qWoU/maxresdefault.jpg,1,2024-09-04
"Pega Nóis, Não Pega Não - MC Tuto, MC Cebezinho e MC Kako (Áudio Oficial) DJ Oreia",UC1erzuuEMuxBcKHEBTigaCg,http://www.youtube.com/channel/UC1erzuuEMuxBcKHEBTigaCg,50699,3393959,846,00:04:57,2024-08-19T17:04:20-07:00,http://img.youtube.com/vi/pNEj9LTu6QE/maxresdefault.jpg,1,2024-09-04
skibidi toilet 77 (part 2),UCsSsgPaZ2GSmO6il8Cb5iGA,http://www.youtube.com/channel/UCsSsgPaZ2GSmO6il8Cb5iGA,750184,14416916,56000,00:03:15,2024-08-31T10:00:49-07:00,http://img.youtube.com/vi/x1HMTr0mp8U/maxresdefault.jpg,1,2024-09-04
"Jorge &amp; Mateus, Henrique &amp; Juliano - Xonei (Clipe Oficial)",UCL64gn1KZ1C-u87BGQv3b6w,http://www.youtube.com/channel/UCL64gn1KZ1C-u87BGQv3b6w,108947,9021743,6200,00:02:38,2024-08-16T07:00:05-07:00,http://img.youtube.com/vi/a3FDFSMz5JQ/maxresdefault.jpg,1,2024-09-04
"NOIS JÁ TÁ RICO - MC IG, MC Ryan SP e Orochi (DJ Glenner, DJ Negret) Bad Boys",UCNUQK9mQoqi4yNXw2_Rj6SA,http://www.youtube.com/channel/UCNUQK9mQoqi4yNXw2_Rj6SA,57172,2500080,2300,00:04:43,2024-08-21T17:00:07-07:00,http://img.youtube.com/vi/_-BSqyx2XZc/maxresdefault.jpg,1,2024-09-04
Nattan e Melody - Eu Vou Sentar (DVD Estilo Nattanzinho),UC3EPFEI1TdOtPdDPS1nRt2w,http://www.youtube.com/channel/UC3EPFEI1TdOtPdDPS1nRt2w,31516,4284040,810,00:02:29,2024-08-23T06:59:17-07:00,http://img.youtube.com/vi/aKwDqCGhR58/maxresdefault.jpg,1,2024-09-04
MC Luuky - Nem Ligo pro Amor 💔 (Clipe Oficial) Oldilla,UCG90vRbG7aMXu0nD0DQ2wFA,http://www.youtube.com/channel/UCG90vRbG7aMXu0nD0DQ2wFA,30865,929488,8600,00:02:54,2024-08-30T08:00:07-07:00,http://img.youtube.com/vi/aRu1y9A4orU/maxresdefault.jpg,1,2024-09-04
ADIVINHE SUA NAMORADA DE OLHOS VENDADOS *Deu ruim !,UC63iwP6BtIjxB6xn1GKR6Lw,http://www.youtube.com/channel/UC63iwP6BtIjxB6xn1GKR6Lw,53440,2146784,3400,00:15:17,2024-09-02T08:00:10-07:00,http://img.youtube.com/vi/EoSnASNNB2w/maxresdefault.jpg,1,2024-09-04
“Dragon Ball DAIMA”  The main Trailer / October 2024,UCLhgIX2L5ZCaWdlaxR_oTAg,http://www.youtube.com/channel/UCLhgIX2L5ZCaWdlaxR_oTAg,84028,1021003,6100,00:01:48,2024-09-03T18:00:19-07:00,http://img.youtube.com/vi/ezbYAglQoxI/maxresdefault.jpg,1,2024-09-04
"MC Hariel, MC Kelvinho, MC Tuto, MC Don Juan e MC Joãozinho VT - Marola Estrangeira - FUNK SUPERAÇÃO",UCU06XOgERkQV7xCsrNLTf4Q,http://www.youtube.com/channel/UCU06XOgERkQV7xCsrNLTf4Q,28819,682299,544,00:06:52,2024-08-29T17:00:08-07:00,http://img.youtube.com/vi/nQ064CgTQxE/maxresdefault.jpg,1,2024-09-04
24 HORAS IMITANDO O LEOZIN *Sobrevivemos?,UC63iwP6BtIjxB6xn1GKR6Lw,http://www.youtube.com/channel/UC63iwP6BtIjxB6xn1GKR6Lw,102403,5809933,5000,00:10:53,2024-08-26T08:00:34-07:00,http://img.youtube.com/vi/XaEkHoMtc5Q/maxresdefault.jpg,1,2024-09-04
VASCO ACERTA COM MEIA SUIÇO E NOME APARECE NO BID | ZAGUEIRO NÃO VEM MAIS | CAFÉ VASCAÍNO,UCmfCqii97QZdcQ6d5qyz4GA,http://www.youtube.com/channel/UCmfCqii97QZdcQ6d5qyz4GA,4226,37048,190,00:10:07,2024-09-03T02:00:12-07:00,http://img.youtube.com/vi/80QZfAfaY68/maxresdefault.jpg,1,2024-09-04
"Te Damos Glória (Ao Vivo) - Nívea Soares, Gabriel Guedes",UCZfSPADOfrGs4ub5XLfywFQ,http://www.youtube.com/channel/UCZfSPADOfrGs4ub5XLfywFQ,3553,29175,174,00:06:30,2024-09-03T06:00:06-07:00,http://img.youtube.com/vi/WR3BMfR9_SA/maxresdefault.jpg,1,2024-09-04
Grupo Menos é Mais - Coração Partido (Clipe Oficial),UCmkSzYG4ykYKFE4Ow0030zw,http://www.youtube.com/channel/UCmkSzYG4ykYKFE4Ow0030zw,59298,2594052,1500,00:03:14,2024-08-30T07:00:07-07:00,http://img.youtube.com/vi/n5wxZ_OBUXk/maxresdefault.jpg,1,2024-09-04
"BEM-VINDO, JAMAL LEWIS | SPFC PLAY",UCX3zTAsEoZ61rQMYb_08Tow,http://www.youtube.com/channel/UCX3zTAsEoZ61rQMYb_08Tow,4377,33997,199,00:00:46,2024-09-02T18:21:51-07:00,http://img.youtube.com/vi/5Qgyf243pBA/maxresdefault.jpg,1,2024-09-04
Você consegue construir a base MAIS segura do Minecraft?,UCgrFZP2B8H6pWgPL1bAqkiQ,http://www.youtube.com/channel/UCgrFZP2B8H6pWgPL1bAqkiQ,23471,1019072,691,00:50:34,2024-08-23T05:00:06-07:00,http://img.youtube.com/vi/5reGZ-NJG7w/maxresdefault.jpg,1,2024-09-04
"MC IG, MC RYAN SP, MC HARIEL - QUER FALAR O QUE? (DJ MURILLO E LT, FEPACHE) [FAIXA 07 - BAD BOYS]",UCYLWk7x2Jg9CRD71MnPRTOg,http://www.youtube.com/channel/UCYLWk7x2Jg9CRD71MnPRTOg,29980,1449303,1100,00:05:30,2024-08-21T17:00:06-07:00,http://img.youtube.com/vi/JJRuIndvE4w/maxresdefault.jpg,1,2024-09-04
GRÊMIO 2 X 3 ATLÉTICO-MG | MELHORES MOMENTOS | 25ª RODADA BRASILEIRÃO 2024 | ge.globo,UCgCKagVhzGnZcuP9bSMgMCg,http://www.youtube.com/channel/UCgCKagVhzGnZcuP9bSMgMCg,27011,907499,3300,00:03:31,2024-09-01T09:19:27-07:00,http://img.youtube.com/vi/ByQNok9lxnQ/maxresdefault.jpg,1,2024-09-04
O MURDER ESTÁ DE FÉRIAS NA PRAIA! (Murder Mystery 2),UCEOGSdXwcXcNfcuDGbjmgOw,http://www.youtube.com/channel/UCEOGSdXwcXcNfcuDGbjmgOw,30263,565989,3500,00:12:48,2024-09-01T07:00:18-07:00,http://img.youtube.com/vi/LoCGtNYitJY/maxresdefault.jpg,1,2024-09-04
O mistério do jogo mais macabro do Roblox,UCo-SyplR7M1ZC1w0YhwMa8w,http://www.youtube.com/channel/UCo-SyplR7M1ZC1w0YhwMa8w,57469,646149,2100,00:41:50,2024-08-30T15:29:43-07:00,http://img.youtube.com/vi/XoCeJhACk8E/maxresdefault.jpg,1,2024-09-04
Gabriela Rocha - Deus Está Aqui (Medley) (Ao Vivo),UC4t2mdI8uAiJDJSRjiWJT1Q,http://www.youtube.com/channel/UC4t2mdI8uAiJDJSRjiWJT1Q,48952,1028716,1700,00:04:42,2024-08-26T13:00:07-07:00,http://img.youtube.com/vi/2Xs4Qq_wr3k/maxresdefault.jpg,1,2024-09-04
"Build The Deadliest Toy Car, Win $1,000!",UClQ3NafOy_42dJ0toK3QUKw,http://www.youtube.com/channel/UClQ3NafOy_42dJ0toK3QUKw,102212,7351803,3900,00:40:23,2024-09-01T11:22:57-07:00,http://img.youtube.com/vi/S3UQfZWNTpY/maxresdefault.jpg,1,2024-09-04
1 Gol com Cada Letra do Alfabeto,UCD9cMUkHNW380sh3_YedolA,http://www.youtube.com/channel/UCD9cMUkHNW380sh3_YedolA,5541,223075,204,00:39:16,2024-09-02T14:00:07-07:00,http://img.youtube.com/vi/XTVaghMzn9U/maxresdefault.jpg,1,2024-09-04
Fernandinho + @IsaiasSaadOfficial | Estou Procurando (Álbum Único Acústico),UCH1U29foC-5RyAa4ZgkuQYA,http://www.youtube.com/channel/UCH1U29foC-5RyAa4ZgkuQYA,4698,37306,118,00:04:19,2024-09-03T08:00:08-07:00,http://img.youtube.com/vi/Uu8Jgo_ubiA/maxresdefault.jpg,1,2024-09-04
Fernandinho + @MidianLimaOficial | Brasa Viva (Álbum Único Acústico),UCH1U29foC-5RyAa4ZgkuQYA,http://www.youtube.com/channel/UCH1U29foC-5RyAa4ZgkuQYA,9662,115940,278,00:06:53,2024-09-02T08:00:07-07:00,http://img.youtube.com/vi/DN8BrYaiGVI/maxresdefault.jpg,1,2024-09-04
BEM-VINDO SANTIAGO LONGO | SPFC PLAY,UCX3zTAsEoZ61rQMYb_08Tow,http://www.youtube.com/channel/UCX3zTAsEoZ61rQMYb_08Tow,4661,46376,222,00:00:55,2024-09-02T18:27:36-07:00,http://img.youtube.com/vi/cuRoiVnaanA/maxresdefault.jpg,1,2024-09-04
A história das traps no Minecraft,UCghoGp6lvf3Lfu9cYdfIqtw,http://www.youtube.com/channel/UCghoGp6lvf3Lfu9cYdfIqtw,13477,249487,803,00:18:17,2024-08-31T19:54:09-07:00,http://img.youtube.com/vi/OSjY_wCnv1s/maxresdefault.jpg,1,2024-09-04
COMO ESSA UNIÃO DESTRUIU O SERVIDOR,UCJIl6Ahgkfwg1DRYcg-kY3g,http://www.youtube.com/channel/UCJIl6Ahgkfwg1DRYcg-kY3g,24570,513762,1700,00:16:29,2024-09-02T05:30:04-07:00,http://img.youtube.com/vi/5zzIgWDENO8/maxresdefault.jpg,1,2024-09-04
💙🦊 BASTIDORES | Cruzeiro vence o Atlético-GO em casa e sobe na tabela do Brasileirão!,UCqifkpdmE1z3VhfQoJzwpJQ,http://www.youtube.com/channel/UCqifkpdmE1z3VhfQoJzwpJQ,9296,74396,298,00:21:09,2024-09-02T15:21:07-07:00,http://img.youtube.com/vi/bYSYN65D1wk/maxresdefault.jpg,1,2024-09-04
Pãozinho de Milho - Receita Fácil da Padaria Sem Segredos,UCvrdV0gI6sYTz3BZTVRZvYw,http://www.youtube.com/channel/UCvrdV0gI6sYTz3BZTVRZvYw,3632,29185,239,00:15:05,2024-09-03T15:27:04-07:00,http://img.youtube.com/vi/QWgpFu9_LVM/maxresdefault.jpg,1,2024-09-04
"MANO BROWN, MC IG, MC PH, MC RYAN SP (DJ GLENNER) [FAIXA 01 - BAD BOYS]",UCYLWk7x2Jg9CRD71MnPRTOg,http://www.youtube.com/channel/UCYLWk7x2Jg9CRD71MnPRTOg,49930,1691960,1500,00:05:51,2024-08-21T17:00:06-07:00,http://img.youtube.com/vi/KPY1lpzY6Gg/maxresdefault.jpg,1,2024-09-04
Descúbrelo TODO sobre nosotros. ¿Quién ganará?,UCtxD0x6AuNNqdXO9Wp5GHew,http://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,3710687,43377767,202000,00:02:55,2024-08-21T06:12:46-07:00,http://img.youtube.com/vi/I74FAkaL1Fk/maxresdefault.jpg,1,2024-09-04
Goleiro Hugo se emociona com palavras de Craque Neto sobre Corinthians,UC896QaWKoSGdZTmy9rHyU_g,http://www.youtube.com/channel/UC896QaWKoSGdZTmy9rHyU_g,15010,386768,620,00:12:41,2024-09-01T16:12:03-07:00,http://img.youtube.com/vi/0nn9R-yNxkQ/maxresdefault.jpg,1,2024-09-04
Epic Tabletop RPG Adventure Awaits! Clash of Clans New Season,UCD1Em4q90ZUK2R5HKesszJg,http://www.youtube.com/channel/UCD1Em4q90ZUK2R5HKesszJg,80014,4857637,5300,00:00:53,2024-09-01T01:00:05-07:00,http://img.youtube.com/vi/ak6acH-vhvc/maxresdefault.jpg,1,2024-09-04
ZERANDO O MINECRAFT AO CONTRÁRIO (Em dupla),UCukwGwBD-pAbGzoJo6ZXPtQ,http://www.youtube.com/channel/UCukwGwBD-pAbGzoJo6ZXPtQ,51478,2130770,1600,00:34:37,2024-08-23T05:00:31-07:00,http://img.youtube.com/vi/KLIpmGpzVgE/maxresdefault.jpg,1,2024-09-04
"$1 vs $20,000 Football Seats",UCop6604O_QwmEum6e0Riz2w,http://www.youtube.com/channel/UCop6604O_QwmEum6e0Riz2w,114917,8922554,3300,00:32:25,2024-08-24T05:00:39-07:00,http://img.youtube.com/vi/_9LXdVwoHmU/maxresdefault.jpg,1,2024-09-04
CASIMIRO REAGE: GOLS DO BRASILEIRÃO 2024 - RODADA 25 | Cortes do Casimito,UC4aiJNDUviw_vMhdCq5Kq1Q,http://www.youtube.com/channel/UC4aiJNDUviw_vMhdCq5Kq1Q,19834,227166,434,00:27:08,2024-09-02T04:45:05-07:00,http://img.youtube.com/vi/qry79w0UcPk/maxresdefault.jpg,1,2024-09-04
"Furou o balão, TROCOU A GAROTA | Ep. 3",UCWwE79E_-in6WnX9qm2oFcw,http://www.youtube.com/channel/UCWwE79E_-in6WnX9qm2oFcw,141937,2630530,5600,00:30:03,2024-08-29T14:28:51-07:00,http://img.youtube.com/vi/OeIUnkScjFo/maxresdefault.jpg,1,2024-09-04
CASIMIRO ANALISANDO A PARTE DE BAIXO DA TABELA DO BRASILEIRÃO 2024 (02/09) | Cortes do Casimito,UC4aiJNDUviw_vMhdCq5Kq1Q,http://www.youtube.com/channel/UC4aiJNDUviw_vMhdCq5Kq1Q,10242,104073,165,00:04:15,2024-09-03T04:30:20-07:00,http://img.youtube.com/vi/_sjVcZoqXF8/maxresdefault.jpg,1,2024-09-04
"Pabllo Vittar, Forrozão Tropykália, Mara Pavanelly - Planeta De Cores (Visualizer)",UCugD1HAP3INAiXo70S_sAFQ,http://www.youtube.com/channel/UCugD1HAP3INAiXo70S_sAFQ,18898,89666,1900,00:03:35,2024-09-03T17:00:08-07:00,http://img.youtube.com/vi/9v_1JrTA4jI/maxresdefault.jpg,1,2024-09-04
FALHA DE COBERTURA #229: Sempre É Possível Perder,UC033rpv7OKk-QYfrvwl5s8Q,http://www.youtube.com/channel/UC033rpv7OKk-QYfrvwl5s8Q,23619,136586,1000,00:29:28,2024-09-02T15:44:04-07:00,http://img.youtube.com/vi/mNaUIP8wQ34/maxresdefault.jpg,1,2024-09-04
PASSAMOS 100 HORAS BRIGANDO *Grupo dos rosa,UC63iwP6BtIjxB6xn1GKR6Lw,http://www.youtube.com/channel/UC63iwP6BtIjxB6xn1GKR6Lw,89465,3338959,5000,00:09:55,2024-08-30T08:01:03-07:00,http://img.youtube.com/vi/udKHuARqBmQ/maxresdefault.jpg,1,2024-09-04
PROVANDO MIOJOS EXÓTICOS (extremo),UCV306eHqgo0LvBf3Mh36AHg,http://www.youtube.com/channel/UCV306eHqgo0LvBf3Mh36AHg,72607,746649,1300,00:29:12,2024-09-02T06:00:59-07:00,http://img.youtube.com/vi/qpGvi2_HBaA/maxresdefault.jpg,1,2024-09-04
A Praça é Nossa homenageia Silvio Santos | Reveja nossa estreia no SBT,UCMUcTceXYCuCyGTNMNvc1qQ,http://www.youtube.com/channel/UCMUcTceXYCuCyGTNMNvc1qQ,106934,2700807,4100,01:09:48,2024-08-23T11:11:36-07:00,http://img.youtube.com/vi/6wlO9wVLn98/maxresdefault.jpg,1,2024-09-04
Ainda Estou Aqui | Trailer | Em breve nos cinemas,UC9NXpIA01HVRhYgcEbs80Nw,http://www.youtube.com/channel/UC9NXpIA01HVRhYgcEbs80Nw,4119,136454,212,00:01:10,2024-09-02T06:36:54-07:00,http://img.youtube.com/vi/PYnMAObH8NY/maxresdefault.jpg,1,2024-09-04
"PINDUCA vs BRANDÃO ??? PAPO RETO, SEM NOVELA! | RAFAEL BRANDÃO",UC5BW1WJ3ioahNzFUBdJ7cLQ,http://www.youtube.com/channel/UC5BW1WJ3ioahNzFUBdJ7cLQ,14866,128398,568,00:10:22,2024-09-02T15:12:07-07:00,http://img.youtube.com/vi/TPY6mUVCqyw/maxresdefault.jpg,1,2024-09-04
LE SSERAFIM (르세라핌) 'CRAZY' OFFICIAL MV,UC3IZKseVpdzPSBaWxBxundA,http://www.youtube.com/channel/UC3IZKseVpdzPSBaWxBxundA,679876,36631508,43000,00:02:50,2024-08-29T20:58:08-07:00,http://img.youtube.com/vi/n6B5gQXlB-0/maxresdefault.jpg,1,2024-09-04
💥Xuxa recontratada da Globo; Nadja “de volta” à Fazenda; BBB25 mais longo; Climão Virgina x Eliana,UC0LlPl_mWhIFqVxcH1l3xpQ,http://www.youtube.com/channel/UC0LlPl_mWhIFqVxcH1l3xpQ,10754,94001,238,00:52:05,2024-09-03T16:58:33-07:00,http://img.youtube.com/vi/zlpNSCFjqzo/maxresdefault.jpg,1,2024-09-04
AO VIVO E COM IMAGENS: REMO X BOTAFOGO | RODADA 01| SEGUNDA FASE | SÉRIE C 2024,UCMcc9elPZGpg6eU4i3YaCpA,http://www.youtube.com/channel/UCMcc9elPZGpg6eU4i3YaCpA,28759,717252,49,02:58:35,2024-08-31T15:54:55-07:00,http://img.youtube.com/vi/-aBbwoq9_Eo/maxresdefault.jpg,1,2024-09-04
Roda Viva | Pablo Marçal | 02/09/2024,UCNVsZnDXOM4PodYIEgM2e4w,http://www.youtube.com/channel/UCNVsZnDXOM4PodYIEgM2e4w,162865,3324208,41000,01:37:35,2024-09-02T19:58:36-07:00,http://img.youtube.com/vi/gB9mCEaCPIc/maxresdefault.jpg,1,2024-09-04
